Round,Date,Team 1,Team 2,FT
1,1899,Manchester City,Everton,01-Feb
1,1899,Newcastle United,Everton,2-0
1,1899,Nottingham Forest,Everton,04-Feb
1,1899,Notts County,Everton,02-Feb
1,1899,Preston North End,Everton,01-Jan
1,1899,Sheffield United,Everton,5-0
1,1899,Stoke City,Everton,01-Jan
1,1899,Sunderland,Everton,1-0
1,1899,West Bromwich Albion,Everton,0-0
1,1899,Wolverhampton Wanderers,Everton,02-Jan
1,1899,Aston Villa,Glossop North End,9-0
1,1899,Blackburn Rovers,Glossop North End,02-Feb
1,1899,Burnley,Glossop North End,03-Jan
1,1899,Bury,Glossop North End,02-Jan
1,1899,Derby County,Glossop North End,04-Jan
1,1899,Everton,Glossop North End,04-Jan
1,1899,Liverpool,Glossop North End,05-Feb
1,1899,Manchester City,Glossop North End,04-Jan
1,1899,Newcastle United,Glossop North End,1-0
1,1899,Nottingham Forest,Glossop North End,5-0
1,1899,Notts County,Glossop North End,0-0
1,1899,Preston North End,Glossop North End,1-0
1,1899,Sheffield United,Glossop North End,4-0
1,1899,Stoke City,Glossop North End,1-0
1,1899,Sunderland,Glossop North End,0-0
1,1899,West Bromwich Albion,Glossop North End,03-Mar
1,1899,Wolverhampton Wanderers,Glossop North End,4-0
1,1899,Aston Villa,Liverpool,1-0
1,1899,Blackburn Rovers,Liverpool,2-0
1,1899,Burnley,Liverpool,02-Jan
1,1899,Bury,Liverpool,02-Jan
1,1899,Derby County,Liverpool,03-Feb
1,1899,Everton,Liverpool,03-Jan
1,1899,Glossop North End,Liverpool,01-Feb
1,1899,Manchester City,Liverpool,0-1
1,1899,Newcastle United,Liverpool,01-Jan
1,1899,Nottingham Forest,Liverpool,1-0
1,1899,Notts County,Liverpool,02-Jan
1,1899,Preston North End,Liverpool,01-Mar
1,1899,Sheffield United,Liverpool,01-Feb
1,1899,Stoke City,Liverpool,03-Feb
1,1899,Sunderland,Liverpool,1-0
1,1899,West Bromwich Albion,Liverpool,2-0
1,1899,Wolverhampton Wanderers,Liverpool,0-1
1,1899,Aston Villa,Manchester City,02-Jan
1,1899,Blackburn Rovers,Manchester City,04-Mar
1,1899,Burnley,Manchester City,2-0
1,1899,Bury,Manchester City,01-Apr
1,1899,Derby County,Manchester City,0-0
1,1899,Everton,Manchester City,4-0
1,1899,Glossop North End,Manchester City,0-2
1,1899,Liverpool,Manchester City,05-Feb
1,1899,Newcastle United,Manchester City,0-0
1,1899,Nottingham Forest,Manchester City,2-0
1,1899,Notts County,Manchester City,01-Jan
1,1899,Preston North End,Manchester City,0-2
1,1899,Sheffield United,Manchester City,3-0
1,1899,Stoke City,Manchester City,1-0
1,1899,Sunderland,Manchester City,03-Jan
1,1899,West Bromwich Albion,Manchester City,0-0
1,1899,Wolverhampton Wanderers,Manchester City,01-Jan
1,1899,Aston Villa,Newcastle United,02-Jan
1,1899,Blackburn Rovers,Newcastle United,02-Mar
1,1899,Burnley,Newcastle United,01-Mar
1,1899,Bury,Newcastle United,02-Jan
1,1899,Derby County,Newcastle United,02-Jan
1,1899,Everton,Newcastle United,03-Feb
1,1899,Glossop North End,Newcastle United,0-0
1,1899,Liverpool,Newcastle United,2-0
1,1899,Manchester City,Newcastle United,1-0
1,1899,Nottingham Forest,Newcastle United,1-0
1,1899,Notts County,Newcastle United,0-0
1,1899,Preston North End,Newcastle United,04-Jan
1,1899,Sheffield United,Newcastle United,03-Jan
1,1899,Stoke City,Newcastle United,02-Feb
1,1899,Sunderland,Newcastle United,01-Feb
1,1899,West Bromwich Albion,Newcastle United,01-Jan
1,1899,Wolverhampton Wanderers,Newcastle United,01-Jan
1,1899,Aston Villa,Nottingham Forest,02-Feb
1,1899,Blackburn Rovers,Nottingham Forest,02-Jan
1,1899,Burnley,Nottingham Forest,02-Feb
1,1899,Bury,Nottingham Forest,02-Jan
1,1899,Derby County,Nottingham Forest,02-Feb
1,1899,Everton,Nottingham Forest,02-Jan
1,1899,Glossop North End,Nottingham Forest,3-0
1,1899,Liverpool,Nottingham Forest,1-0
1,1899,Manchester City,Nottingham Forest,2-0
1,1899,Newcastle United,Nottingham Forest,03-Jan
1,1899,Notts County,Nottingham Forest,01-Feb
1,1899,Preston North End,Nottingham Forest,3-0
1,1899,Sheffield United,Nottingham Forest,3-0
1,1899,Stoke City,Nottingham Forest,0-0
1,1899,Sunderland,Nottingham Forest,1-0
1,1899,West Bromwich Albion,Nottingham Forest,8-0
1,1899,Wolverhampton Wanderers,Nottingham Forest,02-Feb
1,1899,Aston Villa,Notts County,06-Feb
1,1899,Blackburn Rovers,Notts County,2-0
1,1899,Burnley,Notts County,3-0
1,1899,Bury,Notts County,0-1
1,1899,Derby County,Notts County,0-1
1,1899,Everton,Notts County,0-2
1,1899,Glossop North End,Notts County,0-0
1,1899,Liverpool,Notts County,03-Jan
1,1899,Manchester City,Notts County,05-Jan
1,1899,Newcastle United,Notts County,6-0
1,1899,Nottingham Forest,Notts County,0-3
1,1899,Preston North End,Notts County,04-Mar
1,1899,Sheffield United,Notts County,01-Jan
1,1899,Stoke City,Notts County,1-0
1,1899,Sunderland,Notts County,5-0
1,1899,West Bromwich Albion,Notts County,0-0
1,1899,Wolverhampton Wanderers,Notts County,02-Feb
1,1899,Aston Villa,Preston North End,03-Jan
1,1899,Blackburn Rovers,Preston North End,3-0
1,1899,Burnley,Preston North End,0-1
1,1899,Bury,Preston North End,2-0
1,1899,Derby County,Preston North End,2-0
1,1899,Everton,Preston North End,1-0
1,1899,Glossop North End,Preston North End,0-2
1,1899,Liverpool,Preston North End,1-0
1,1899,Manchester City,Preston North End,03-Jan
1,1899,Newcastle United,Preston North End,0-0
1,1899,Nottingham Forest,Preston North End,03-Jan
1,1899,Notts County,Preston North End,3-0
1,1899,Sheffield United,Preston North End,1-0
1,1899,Stoke City,Preston North End,03-Jan
1,1899,Sunderland,Preston North End,1-0
1,1899,West Bromwich Albion,Preston North End,1-0
1,1899,Wolverhampton Wanderers,Preston North End,01-Mar
1,1899,Aston Villa,Sheffield United,01-Jan
1,1899,Blackburn Rovers,Sheffield United,03-Mar
1,1899,Burnley,Sheffield United,1-0
1,1899,Bury,Sheffield United,02-Jan
1,1899,Derby County,Sheffield United,0-1
1,1899,Everton,Sheffield United,01-Feb
1,1899,Glossop North End,Sheffield United,02-Feb
1,1899,Liverpool,Sheffield United,02-Feb
1,1899,Manchester City,Sheffield United,01-Feb
1,1899,Newcastle United,Sheffield United,0-0
1,1899,Nottingham Forest,Sheffield United,4-0
1,1899,Notts County,Sheffield United,01-Feb
1,1899,Preston North End,Sheffield United,0-1
1,1899,Stoke City,Sheffield United,01-Jan
1,1899,Sunderland,Sheffield United,01-Jan
1,1899,West Bromwich Albion,Sheffield United,01-Feb
1,1899,Wolverhampton Wanderers,Sheffield United,01-Feb
1,1899,Aston Villa,Stoke City,04-Jan
1,1899,Blackburn Rovers,Stoke City,3-0
1,1899,Burnley,Stoke City,02-Feb
1,1899,Bury,Stoke City,0-1
1,1899,Derby County,Stoke City,2-0
1,1899,Everton,Stoke City,2-0
1,1899,Glossop North End,Stoke City,01-Feb
1,1899,Liverpool,Stoke City,0-0
1,1899,Manchester City,Stoke City,1-0
1,1899,Newcastle United,Stoke City,02-Feb
1,1899,Nottingham Forest,Stoke City,1-0
1,1899,Notts County,Stoke City,01-Mar
1,1899,Preston North End,Stoke City,3-0
1,1899,Sheffield United,Stoke City,1-0
1,1899,Sunderland,Stoke City,3-0
1,1899,West Bromwich Albion,Stoke City,4-0
1,1899,Wolverhampton Wanderers,Stoke City,0-2
1,1899,Aston Villa,Sunderland,04-Feb
1,1899,Blackburn Rovers,Sunderland,01-Feb
1,1899,Burnley,Sunderland,03-Jan
1,1899,Bury,Sunderland,2-0
1,1899,Derby County,Sunderland,2-0
1,1899,Everton,Sunderland,1-0
1,1899,Glossop North End,Sunderland,0-2
1,1899,Liverpool,Sunderland,0-2
1,1899,Manchester City,Sunderland,02-Jan
1,1899,Newcastle United,Sunderland,02-Apr
1,1899,Nottingham Forest,Sunderland,01-Mar
1,1899,Notts County,Sunderland,03-Jan
1,1899,Preston North End,Sunderland,0-1
1,1899,Sheffield United,Sunderland,02-Feb
1,1899,Stoke City,Sunderland,01-Feb
1,1899,West Bromwich Albion,Sunderland,1-0
1,1899,Wolverhampton Wanderers,Sunderland,1-0
1,1899,Aston Villa,West Bromwich Albion,0-2
1,1899,Blackburn Rovers,West Bromwich Albion,2-0
1,1899,Burnley,West Bromwich Albion,2-0
1,1899,Bury,West Bromwich Albion,1-0
1,1899,Derby County,West Bromwich Albion,04-Jan
1,1899,Everton,West Bromwich Albion,01-Mar
1,1899,Glossop North End,West Bromwich Albion,01-Jan
1,1899,Liverpool,West Bromwich Albion,2-0
1,1899,Manchester City,West Bromwich Albion,4-0
1,1899,Newcastle United,West Bromwich Albion,04-Feb
1,1899,Nottingham Forest,West Bromwich Albion,06-Jan
1,1899,Notts County,West Bromwich Albion,01-Feb
1,1899,Preston North End,West Bromwich Albion,05-Feb
1,1899,Sheffield United,West Bromwich Albion,01-Jan
1,1899,Stoke City,West Bromwich Albion,1-0
1,1899,Sunderland,West Bromwich Albion,03-Jan
1,1899,Wolverhampton Wanderers,West Bromwich Albion,2-0
1,1899,Aston Villa,Wolverhampton Wanderers,0-0
1,1899,Blackburn Rovers,Wolverhampton Wanderers,02-Jan
1,1899,Burnley,Wolverhampton Wanderers,0-1
1,1899,Bury,Wolverhampton Wanderers,3-0
1,1899,Derby County,Wolverhampton Wanderers,0-2
1,1899,Everton,Wolverhampton Wanderers,0-1
1,1899,Glossop North End,Wolverhampton Wanderers,02-Mar
1,1899,Liverpool,Wolverhampton Wanderers,01-Jan
1,1899,Manchester City,Wolverhampton Wanderers,01-Jan
1,1899,Newcastle United,Wolverhampton Wanderers,0-1
1,1899,Nottingham Forest,Wolverhampton Wanderers,0-0
1,1899,Notts County,Wolverhampton Wanderers,0-0
1,1899,Preston North End,Wolverhampton Wanderers,2-0
1,1899,Sheffield United,Wolverhampton Wanderers,05-Feb
1,1899,Stoke City,Wolverhampton Wanderers,01-Mar
1,1899,Sunderland,Wolverhampton Wanderers,01-Feb
1,1899,West Bromwich Albion,Wolverhampton Wanderers,03-Feb
2,1899,Barnsley,Arsenal,03-Feb
2,1899,Birmingham City,Arsenal,03-Jan
2,1899,Bolton Wanderers,Arsenal,1-0
2,1899,Burton Swifts,Arsenal,2-0
2,1899,Chesterfield,Arsenal,03-Jan
2,1899,Gainsborough Trinity,Arsenal,01-Jan
2,1899,Grimsby Town,Arsenal,1-0
2,1899,Leicester City,Arsenal,0-0
2,1899,Lincoln City,Arsenal,5-0
2,1899,Loughborough,Arsenal,02-Mar
2,1899,Luton Town,Arsenal,01-Feb
2,1899,Manchester United,Arsenal,2-0
2,1899,Middlesbrough,Arsenal,1-0
2,1899,New Brighton Tower,Arsenal,0-2
2,1899,Port Vale,Arsenal,01-Jan
2,1899,Sheffield Wednesday,Arsenal,03-Jan
2,1899,Walsall,Arsenal,2-0
2,1899,Arsenal,Barnsley,05-Jan
2,1899,Birmingham City,Barnsley,5-0
2,1899,Bolton Wanderers,Barnsley,2-0
2,1899,Burton Swifts,Barnsley,4-0
2,1899,Chesterfield,Barnsley,02-Jan
2,1899,Gainsborough Trinity,Barnsley,1-0
2,1899,Grimsby Town,Barnsley,08-Jan
2,1899,Leicester City,Barnsley,1-0
2,1899,Lincoln City,Barnsley,01-Jan
2,1899,Loughborough,Barnsley,0-0
2,1899,Luton Town,Barnsley,3-0
2,1899,Manchester United,Barnsley,3-0
2,1899,Middlesbrough,Barnsley,3-0
2,1899,New Brighton Tower,Barnsley,06-Feb
2,1899,Port Vale,Barnsley,03-Jan
2,1899,Sheffield Wednesday,Barnsley,05-Jan
2,1899,Walsall,Barnsley,04-Feb
2,1899,Arsenal,Birmingham City,3-0
2,1899,Barnsley,Birmingham City,01-Jan
2,1899,Bolton Wanderers,Birmingham City,01-Jan
2,1899,Burton Swifts,Birmingham City,0-3
2,1899,Chesterfield,Birmingham City,0-0
2,1899,Gainsborough Trinity,Birmingham City,01-Apr
2,1899,Grimsby Town,Birmingham City,2-0
2,1899,Leicester City,Birmingham City,2-0
2,1899,Lincoln City,Birmingham City,0-0
2,1899,Loughborough,Birmingham City,01-Feb
2,1899,Luton Town,Birmingham City,01-Feb
2,1899,Manchester United,Birmingham City,03-Feb
2,1899,Middlesbrough,Birmingham City,01-Mar
2,1899,New Brighton Tower,Birmingham City,02-Feb
2,1899,Port Vale,Birmingham City,3-0
2,1899,Sheffield Wednesday,Birmingham City,4-0
2,1899,Walsall,Birmingham City,1-0
2,1899,Arsenal,Bolton Wanderers,0-1
2,1899,Barnsley,Bolton Wanderers,01-Jun
2,1899,Birmingham City,Bolton Wanderers,0-0
2,1899,Burton Swifts,Bolton Wanderers,02-May
2,1899,Chesterfield,Bolton Wanderers,03-Mar
2,1899,Gainsborough Trinity,Bolton Wanderers,01-Jan
2,1899,Grimsby Town,Bolton Wanderers,0-0
2,1899,Leicester City,Bolton Wanderers,0-0
2,1899,Lincoln City,Bolton Wanderers,1-0
2,1899,Loughborough,Bolton Wanderers,02-Mar
2,1899,Luton Town,Bolton Wanderers,0-2
2,1899,Manchester United,Bolton Wanderers,01-Feb
2,1899,Middlesbrough,Bolton Wanderers,0-3
2,1899,New Brighton Tower,Bolton Wanderers,03-Jan
2,1899,Port Vale,Bolton Wanderers,0-2
2,1899,Sheffield Wednesday,Bolton Wanderers,02-Jan
2,1899,Walsall,Bolton Wanderers,02-Feb
2,1899,Arsenal,Burton Swifts,01-Jan
2,1899,Barnsley,Burton Swifts,04-Jan
2,1899,Birmingham City,Burton Swifts,2-0
2,1899,Bolton Wanderers,Burton Swifts,5-0
2,1899,Chesterfield,Burton Swifts,0-4
2,1899,Gainsborough Trinity,Burton Swifts,04-Jan
2,1899,Grimsby Town,Burton Swifts,6-0
2,1899,Leicester City,Burton Swifts,1-0
2,1899,Lincoln City,Burton Swifts,3-0
2,1899,Loughborough,Burton Swifts,02-Jan
2,1899,Luton Town,Burton Swifts,05-Feb
2,1899,Manchester United,Burton Swifts,4-0
2,1899,Middlesbrough,Burton Swifts,08-Jan
2,1899,New Brighton Tower,Burton Swifts,5-0
2,1899,Port Vale,Burton Swifts,02-Jan
2,1899,Sheffield Wednesday,Burton Swifts,6-0
2,1899,Walsall,Burton Swifts,2-0
2,1899,Arsenal,Chesterfield,2-0
2,1899,Barnsley,Chesterfield,0-0
2,1899,Birmingham City,Chesterfield,05-Mar
2,1899,Bolton Wanderers,Chesterfield,3-0
2,1899,Burton Swifts,Chesterfield,02-Jan
2,1899,Gainsborough Trinity,Chesterfield,03-May
2,1899,Grimsby Town,Chesterfield,0-3
2,1899,Leicester City,Chesterfield,02-Feb
2,1899,Lincoln City,Chesterfield,2-0
2,1899,Loughborough,Chesterfield,0-4
2,1899,Luton Town,Chesterfield,0-3
2,1899,Manchester United,Chesterfield,02-Jan
2,1899,Middlesbrough,Chesterfield,0-1
2,1899,New Brighton Tower,Chesterfield,02-Mar
2,1899,Port Vale,Chesterfield,2-0
2,1899,Sheffield Wednesday,Chesterfield,05-Jan
2,1899,Walsall,Chesterfield,06-Mar
2,1899,Arsenal,Gainsborough Trinity,02-Jan
2,1899,Barnsley,Gainsborough Trinity,5-0
2,1899,Birmingham City,Gainsborough Trinity,08-Jan
2,1899,Bolton Wanderers,Gainsborough Trinity,3-0
2,1899,Burton Swifts,Gainsborough Trinity,01-Jan
2,1899,Chesterfield,Gainsborough Trinity,03-Jan
2,1899,Grimsby Town,Gainsborough Trinity,3-0
2,1899,Leicester City,Gainsborough Trinity,5-0
2,1899,Lincoln City,Gainsborough Trinity,02-Jan
2,1899,Loughborough,Gainsborough Trinity,01-Feb
2,1899,Luton Town,Gainsborough Trinity,4-0
2,1899,Manchester United,Gainsborough Trinity,02-Feb
2,1899,Middlesbrough,Gainsborough Trinity,0-0
2,1899,New Brighton Tower,Gainsborough Trinity,5-0
2,1899,Port Vale,Gainsborough Trinity,1-0
2,1899,Sheffield Wednesday,Gainsborough Trinity,05-Jan
2,1899,Walsall,Gainsborough Trinity,1-0
2,1899,Arsenal,Grimsby Town,2-0
2,1899,Barnsley,Grimsby Town,0-1
2,1899,Birmingham City,Grimsby Town,0-1
2,1899,Bolton Wanderers,Grimsby Town,01-Feb
2,1899,Burton Swifts,Grimsby Town,01-Feb
2,1899,Chesterfield,Grimsby Town,03-Jan
2,1899,Gainsborough Trinity,Grimsby Town,02-Mar
2,1899,Leicester City,Grimsby Town,3-0
2,1899,Lincoln City,Grimsby Town,01-Jan
2,1899,Loughborough,Grimsby Town,0-0
2,1899,Luton Town,Grimsby Town,0-4
2,1899,Manchester United,Grimsby Town,1-0
2,1899,Middlesbrough,Grimsby Town,1-0
2,1899,New Brighton Tower,Grimsby Town,02-Jan
2,1899,Port Vale,Grimsby Town,02-Mar
2,1899,Sheffield Wednesday,Grimsby Town,02-Jan
2,1899,Walsall,Grimsby Town,01-Jan
2,1899,Arsenal,Leicester City,0-2
2,1899,Barnsley,Leicester City,01-Feb
2,1899,Birmingham City,Leicester City,04-Jan
2,1899,Bolton Wanderers,Leicester City,02-Feb
2,1899,Burton Swifts,Leicester City,2-0
2,1899,Chesterfield,Leicester City,0-0
2,1899,Gainsborough Trinity,Leicester City,3-0
2,1899,Grimsby Town,Leicester City,06-Jan
2,1899,Lincoln City,Leicester City,2-0
2,1899,Loughborough,Leicester City,0-2
2,1899,Luton Town,Leicester City,0-0
2,1899,Manchester United,Leicester City,03-Feb
2,1899,Middlesbrough,Leicester City,0-1
2,1899,New Brighton Tower,Leicester City,02-Feb
2,1899,Port Vale,Leicester City,0-2
2,1899,Sheffield Wednesday,Leicester City,2-0
2,1899,Walsall,Leicester City,01-Feb
2,1899,Arsenal,Lincoln City,02-Jan
2,1899,Barnsley,Lincoln City,0-4
2,1899,Birmingham City,Lincoln City,5-0
2,1899,Bolton Wanderers,Lincoln City,4-0
2,1899,Burton Swifts,Lincoln City,0-0
2,1899,Chesterfield,Lincoln City,02-Feb
2,1899,Gainsborough Trinity,Lincoln City,03-Jan
2,1899,Grimsby Town,Lincoln City,05-Feb
2,1899,Leicester City,Lincoln City,2-0
2,1899,Loughborough,Lincoln City,0-1
2,1899,Luton Town,Lincoln City,0-2
2,1899,Manchester United,Lincoln City,1-0
2,1899,Middlesbrough,Lincoln City,01-Jan
2,1899,New Brighton Tower,Lincoln City,3-0
2,1899,Port Vale,Lincoln City,2-0
2,1899,Sheffield Wednesday,Lincoln City,1-0
2,1899,Walsall,Lincoln City,03-Jan
2,1899,Arsenal,Loughborough,12-0
2,1899,Barnsley,Loughborough,7-0
2,1899,Birmingham City,Loughborough,6-0
2,1899,Bolton Wanderers,Loughborough,7-0
2,1899,Burton Swifts,Loughborough,03-Jan
2,1899,Chesterfield,Loughborough,1-0
2,1899,Gainsborough Trinity,Loughborough,04-Feb
2,1899,Grimsby Town,Loughborough,3-0
2,1899,Leicester City,Loughborough,5-0
2,1899,Lincoln City,Loughborough,03-Feb
2,1899,Luton Town,Loughborough,4-0
2,1899,Manchester United,Loughborough,4-0
2,1899,Middlesbrough,Loughborough,3-0
2,1899,New Brighton Tower,Loughborough,3-0
2,1899,Port Vale,Loughborough,03-Jan
2,1899,Sheffield Wednesday,Loughborough,5-0
2,1899,Walsall,Loughborough,1-0
2,1899,Arsenal,Luton Town,03-Jan
2,1899,Barnsley,Luton Town,02-Jan
2,1899,Birmingham City,Luton Town,3-0
2,1899,Bolton Wanderers,Luton Town,3-0
2,1899,Burton Swifts,Luton Town,03-Jan
2,1899,Chesterfield,Luton Town,2-0
2,1899,Gainsborough Trinity,Luton Town,02-Feb
2,1899,Grimsby Town,Luton Town,03-Mar
2,1899,Leicester City,Luton Town,02-Feb
2,1899,Lincoln City,Luton Town,2-0
2,1899,Loughborough,Luton Town,01-Jan
2,1899,Manchester United,Luton Town,5-0
2,1899,Middlesbrough,Luton Town,0-0
2,1899,New Brighton Tower,Luton Town,05-Jan
2,1899,Port Vale,Luton Town,1-0
2,1899,Sheffield Wednesday,Luton Town,6-0
2,1899,Walsall,Luton Town,07-Mar
2,1899,Arsenal,Manchester United,02-Jan
2,1899,Barnsley,Manchester United,0-0
2,1899,Birmingham City,Manchester United,1-0
2,1899,Bolton Wanderers,Manchester United,02-Jan
2,1899,Burton Swifts,Manchester United,0-0
2,1899,Chesterfield,Manchester United,02-Jan
2,1899,Gainsborough Trinity,Manchester United,0-1
2,1899,Grimsby Town,Manchester United,0-7
2,1899,Leicester City,Manchester United,2-0
2,1899,Lincoln City,Manchester United,1-0
2,1899,Loughborough,Manchester United,0-2
2,1899,Luton Town,Manchester United,0-1
2,1899,Middlesbrough,Manchester United,2-0
2,1899,New Brighton Tower,Manchester United,01-Apr
2,1899,Port Vale,Manchester United,1-0
2,1899,Sheffield Wednesday,Manchester United,02-Jan
2,1899,Walsall,Manchester United,0-0
2,1899,Arsenal,Middlesbrough,3-0
2,1899,Barnsley,Middlesbrough,05-Feb
2,1899,Birmingham City,Middlesbrough,05-Jan
2,1899,Bolton Wanderers,Middlesbrough,3-0
2,1899,Burton Swifts,Middlesbrough,5-0
2,1899,Chesterfield,Middlesbrough,07-Jan
2,1899,Gainsborough Trinity,Middlesbrough,5-0
2,1899,Grimsby Town,Middlesbrough,2-0
2,1899,Leicester City,Middlesbrough,04-Jan
2,1899,Lincoln City,Middlesbrough,3-0
2,1899,Loughborough,Middlesbrough,01-Jan
2,1899,Luton Town,Middlesbrough,01-Jan
2,1899,Manchester United,Middlesbrough,02-Jan
2,1899,New Brighton Tower,Middlesbrough,01-Jan
2,1899,Port Vale,Middlesbrough,03-Jan
2,1899,Sheffield Wednesday,Middlesbrough,3-0
2,1899,Walsall,Middlesbrough,01-Jan
2,1899,Arsenal,New Brighton Tower,5-0
2,1899,Barnsley,New Brighton Tower,01-Jan
2,1899,Birmingham City,New Brighton Tower,2-0
2,1899,Bolton Wanderers,New Brighton Tower,02-Jan
2,1899,Burton Swifts,New Brighton Tower,02-Feb
2,1899,Chesterfield,New Brighton Tower,05-Feb
2,1899,Gainsborough Trinity,New Brighton Tower,01-Jan
2,1899,Grimsby Town,New Brighton Tower,01-Feb
2,1899,Leicester City,New Brighton Tower,01-Feb
2,1899,Lincoln City,New Brighton Tower,0-0
2,1899,Loughborough,New Brighton Tower,01-Feb
2,1899,Luton Town,New Brighton Tower,01-Apr
2,1899,Manchester United,New Brighton Tower,02-Jan
2,1899,Middlesbrough,New Brighton Tower,05-Feb
2,1899,Port Vale,New Brighton Tower,01-Jan
2,1899,Sheffield Wednesday,New Brighton Tower,4-0
2,1899,Walsall,New Brighton Tower,02-Jan
2,1899,Arsenal,Port Vale,1-0
2,1899,Barnsley,Port Vale,3-0
2,1899,Birmingham City,Port Vale,02-Jan
2,1899,Bolton Wanderers,Port Vale,5-0
2,1899,Burton Swifts,Port Vale,02-Feb
2,1899,Chesterfield,Port Vale,0-4
2,1899,Gainsborough Trinity,Port Vale,4-0
2,1899,Grimsby Town,Port Vale,01-Jan
2,1899,Leicester City,Port Vale,2-0
2,1899,Lincoln City,Port Vale,01-Jan
2,1899,Loughborough,Port Vale,01-Feb
2,1899,Luton Town,Port Vale,01-Jan
2,1899,Manchester United,Port Vale,3-0
2,1899,Middlesbrough,Port Vale,1-0
2,1899,New Brighton Tower,Port Vale,2-0
2,1899,Sheffield Wednesday,Port Vale,4-0
2,1899,Walsall,Port Vale,0-1
2,1899,Arsenal,Sheffield Wednesday,01-Feb
2,1899,Barnsley,Sheffield Wednesday,1-0
2,1899,Birmingham City,Sheffield Wednesday,04-Jan
2,1899,Bolton Wanderers,Sheffield Wednesday,1-0
2,1899,Burton Swifts,Sheffield Wednesday,0-5
2,1899,Chesterfield,Sheffield Wednesday,1-0
2,1899,Gainsborough Trinity,Sheffield Wednesday,0-2
2,1899,Grimsby Town,Sheffield Wednesday,01-Feb
2,1899,Leicester City,Sheffield Wednesday,0-0
2,1899,Lincoln City,Sheffield Wednesday,01-Feb
2,1899,Loughborough,Sheffield Wednesday,0-0
2,1899,Luton Town,Sheffield Wednesday,0-1
2,1899,Manchester United,Sheffield Wednesday,1-0
2,1899,Middlesbrough,Sheffield Wednesday,01-Feb
2,1899,New Brighton Tower,Sheffield Wednesday,02-Feb
2,1899,Port Vale,Sheffield Wednesday,0-3
2,1899,Walsall,Sheffield Wednesday,01-Jan
2,1899,Arsenal,Walsall,03-Jan
2,1899,Barnsley,Walsall,02-Feb
2,1899,Birmingham City,Walsall,03-Feb
2,1899,Bolton Wanderers,Walsall,2-0
2,1899,Burton Swifts,Walsall,02-Jan
2,1899,Chesterfield,Walsall,01-Mar
2,1899,Gainsborough Trinity,Walsall,2-0
2,1899,Grimsby Town,Walsall,04-Feb
2,1899,Leicester City,Walsall,02-Jan
2,1899,Lincoln City,Walsall,03-Jan
2,1899,Loughborough,Walsall,0-0
2,1899,Luton Town,Walsall,4-0
2,1899,Manchester United,Walsall,5-0
2,1899,Middlesbrough,Walsall,01-Jan
2,1899,New Brighton Tower,Walsall,0-1
2,1899,Port Vale,Walsall,1-0
2,1899,Sheffield Wednesday,Walsall,2-0
